Country Code,Country Name,Survey Year,Indicator,Characteristic Category,Characteristic Label,Value,gender
KE,Kenya,2003,if she goes out without telling him,Marital status,Never married,36,Men
KE,Kenya,2003,if she neglects the children,Education,No education,77.5,Men
KE,Kenya,2003,if she neglects the children,Education,Primary,57.8,Men
KE,Kenya,2003,if she neglects the children,Education,Secondary,36.2,Men
KE,Kenya,2003,if she neglects the children,Education,Higher,24.3,Men
KE,Kenya,2003,if she neglects the children,Wealth quintile,Lowest,64.1,Men
KE,Kenya,2003,if she neglects the children,Wealth quintile,Second,50.8,Men
KE,Kenya,2003,if she neglects the children,Wealth quintile,Middle,50.8,Men
KE,Kenya,2003,if she neglects the children,Wealth quintile,Fourth,53.1,Men
KE,Kenya,2003,if she neglects the children,Wealth quintile,Highest,37.6,Men
KE,Kenya,2003,if she neglects the children,Marital status,Married or living together,46.8,Men
KE,Kenya,2003,if she neglects the children,Marital status,"Widowed, divorced, separated",52.9,Men
KE,Kenya,2003,if she neglects the children,Marital status,Never married,52.3,Men
KE,Kenya,2003,if she refuses to have sex with him,Education,No education,47.9,Men
KE,Kenya,2003,if she refuses to have sex with him,Education,Primary,30.2,Men
KE,Kenya,2003,if she refuses to have sex with him,Education,Secondary,15.4,Men
KE,Kenya,2003,if she refuses to have sex with him,Education,Higher,4.2,Men
KE,Kenya,2003,if she refuses to have sex with him,Wealth quintile,Lowest,32.4,Men
KE,Kenya,2003,if she refuses to have sex with him,Wealth quintile,Second,27.6,Men
KE,Kenya,2003,if she refuses to have sex with him,Wealth quintile,Middle,27.3,Men
KE,Kenya,2003,if she refuses to have sex with him,Wealth quintile,Fourth,23.9,Men
KE,Kenya,2003,if she refuses to have sex with him,Wealth quintile,Highest,17,Men
KE,Kenya,2003,if she refuses to have sex with him,Marital status,Married or living together,21.8,Men
KE,Kenya,2003,if she refuses to have sex with him,Marital status,"Widowed, divorced, separated",27.1,Men
KE,Kenya,2003,if she refuses to have sex with him,Marital status,Never married,27,Men
KE,Kenya,2003,for at least one specific reason,Education,No education,84.3,Men
KE,Kenya,2003,for at least one specific reason,Education,Primary,73.7,Men
KE,Kenya,2003,for at least one specific reason,Education,Secondary,48.5,Men
KE,Kenya,2003,for at least one specific reason,Education,Higher,32.1,Men
KE,Kenya,2003,for at least one specific reason,Wealth quintile,Lowest,76.3,Men
KE,Kenya,2003,for at least one specific reason,Wealth quintile,Second,68.3,Men
KE,Kenya,2003,for at least one specific reason,Wealth quintile,Middle,65.1,Men
KE,Kenya,2003,for at least one specific reason,Wealth quintile,Fourth,64.9,Men
KE,Kenya,2003,for at least one specific reason,Wealth quintile,Highest,50.5,Men
KE,Kenya,2003,for at least one specific reason,Marital status,Married or living together,60.1,Men
KE,Kenya,2003,for at least one specific reason,Marital status,"Widowed, divorced, separated",69.6,Men
KE,Kenya,2003,for at least one specific reason,Marital status,Never married,65.9,Men
KE,Kenya,2008,if she burns the food,Education,No education,23.2,Women
KE,Kenya,2008,if she burns the food,Education,Primary,15.4,Women
KE,Kenya,2008,if she burns the food,Education,Secondary,8.4,Women
KE,Kenya,2008,if she burns the food,Education,Higher,4.2,Women
KE,Kenya,2008,if she burns the food,Wealth quintile,Lowest,22.2,Women
KE,Kenya,2008,if she burns the food,Wealth quintile,Second,19.6,Women
KE,Kenya,2008,if she burns the food,Wealth quintile,Middle,14.4,Women
KE,Kenya,2008,if she burns the food,Wealth quintile,Fourth,10.3,Women
KE,Kenya,2008,if she burns the food,Wealth quintile,Highest,5.4,Women
KE,Kenya,2008,if she burns the food,Marital status,Married or living together,13.6,Women
KE,Kenya,2008,if she burns the food,Marital status,"Widowed, divorced, separated",15,Women
KE,Kenya,2008,if she burns the food,Marital status,Never married,12.4,Women
KE,Kenya,2008,if she argues with him,Education,No education,43.1,Women
KE,Kenya,2008,if she argues with him,Education,Primary,35.3,Women
KE,Kenya,2008,if she argues with him,Education,Secondary,23.3,Women
KE,Kenya,2008,if she argues with him,Education,Higher,9.1,Women
KE,Kenya,2008,if she argues with him,Wealth quintile,Lowest,41.9,Women
KE,Kenya,2008,if she argues with him,Wealth quintile,Second,44.6,Women
KE,Kenya,2008,if she argues with him,Wealth quintile,Middle,35,Women
KE,Kenya,2008,if she argues with him,Wealth quintile,Fourth,25.8,Women
KE,Kenya,2008,if she argues with him,Wealth quintile,Highest,15.7,Women
KE,Kenya,2008,if she argues with him,Marital status,Married or living together,32.9,Women
KE,Kenya,2008,if she argues with him,Marital status,"Widowed, divorced, separated",33.1,Women
KE,Kenya,2008,if she argues with him,Marital status,Never married,26.2,Women
KE,Kenya,2008,if she goes out without telling him,Education,No education,47.6,Women
KE,Kenya,2008,if she goes out without telling him,Education,Primary,35.1,Women
KE,Kenya,2008,if she goes out without telling him,Education,Secondary,22.3,Women
KE,Kenya,2008,if she goes out without telling him,Education,Higher,7,Women
KE,Kenya,2008,if she goes out without telling him,Wealth quintile,Lowest,44,Women
KE,Kenya,2008,if she goes out without telling him,Wealth quintile,Second,43.6,Women
KE,Kenya,2008,if she goes out without telling him,Wealth quintile,Middle,31.2,Women
KE,Kenya,2008,if she goes out without telling him,Wealth quintile,Fourth,26.7,Women
KE,Kenya,2008,if she goes out without telling him,Wealth quintile,Highest,16.4,Women
KE,Kenya,2008,if she goes out without telling him,Marital status,Married or living together,32.5,Women
KE,Kenya,2008,if she goes out without telling him,Marital status,"Widowed, divorced, separated",32.5,Women
KE,Kenya,2008,if she goes out without telling him,Marital status,Never married,26.6,Women
KE,Kenya,2008,if she neglects the children,Education,No education,52.7,Women
KE,Kenya,2008,if she neglects the children,Education,Primary,46.2,Women
KE,Kenya,2008,if she neglects the children,Education,Secondary,35.8,Women
KE,Kenya,2008,if she neglects the children,Education,Higher,15.2,Women
KE,Kenya,2008,if she neglects the children,Wealth quintile,Lowest,52.5,Women
KE,Kenya,2008,if she neglects the children,Wealth quintile,Second,54.4,Women
KE,Kenya,2008,if she neglects the children,Wealth quintile,Middle,47.9,Women
KE,Kenya,2008,if she neglects the children,Wealth quintile,Fourth,37.1,Women
KE,Kenya,2008,if she neglects the children,Wealth quintile,Highest,25.6,Women
KE,Kenya,2008,if she neglects the children,Marital status,Married or living together,42.4,Women
KE,Kenya,2008,if she neglects the children,Marital status,"Widowed, divorced, separated",46.9,Women
KE,Kenya,2008,if she neglects the children,Marital status,Never married,38.6,Women
KE,Kenya,2008,if she refuses to have sex with him,Education,No education,35.5,Women
KE,Kenya,2008,if she refuses to have sex with him,Education,Primary,26.4,Women
KE,Kenya,2008,if she refuses to have sex with him,Education,Secondary,14.6,Women
KE,Kenya,2008,if she refuses to have sex with him,Education,Higher,7.7,Women
KE,Kenya,2008,if she refuses to have sex with him,Wealth quintile,Lowest,33.6,Women
KE,Kenya,2008,if she refuses to have sex with him,Wealth quintile,Second,31.1,Women
KE,Kenya,2008,if she refuses to have sex with him,Wealth quintile,Middle,25.8,Women
KE,Kenya,2008,if she refuses to have sex with him,Wealth quintile,Fourth,19.1,Women
KE,Kenya,2008,if she refuses to have sex with him,Wealth quintile,Highest,10.7,Women
KE,Kenya,2008,if she refuses to have sex with him,Marital status,Married or living together,24.8,Women
KE,Kenya,2008,if she refuses to have sex with him,Marital status,"Widowed, divorced, separated",28.9,Women
KE,Kenya,2008,if she refuses to have sex with him,Marital status,Never married,16.5,Women
KE,Kenya,2008,for at least one specific reason,Education,No education,68.3,Women
KE,Kenya,2008,for at least one specific reason,Education,Primary,58.8,Women
KE,Kenya,2008,for at least one specific reason,Education,Secondary,43.5,Women
KE,Kenya,2008,for at least one specific reason,Education,Higher,18.9,Women
KE,Kenya,2008,for at least one specific reason,Wealth quintile,Lowest,67.2,Women
KE,Kenya,2008,for at least one specific reason,Wealth quintile,Second,67.1,Women
KE,Kenya,2008,for at least one specific reason,Wealth quintile,Middle,58.6,Women
KE,Kenya,2008,for at least one specific reason,Wealth quintile,Fourth,48.9,Women
KE,Kenya,2008,for at least one specific reason,Wealth quintile,Highest,32.3,Women
KE,Kenya,2008,for at least one specific reason,Marital status,Married or living together,53.9,Women
KE,Kenya,2008,for at least one specific reason,Marital status,"Widowed, divorced, separated",55.3,Women
KE,Kenya,2008,for at least one specific reason,Marital status,Never married,49.4,Women
KE,Kenya,2008,if she burns the food,Education,No education,20,Men
KE,Kenya,2008,if she burns the food,Education,Primary,8.4,Men
KE,Kenya,2008,if she burns the food,Education,Secondary,6.3,Men
KE,Kenya,2008,if she burns the food,Education,Higher,4,Men
KE,Kenya,2008,if she burns the food,Wealth quintile,Lowest,10,Men
KE,Kenya,2008,if she burns the food,Wealth quintile,Second,8.6,Men
KE,Kenya,2008,if she burns the food,Wealth quintile,Middle,6.1,Men
KE,Kenya,2008,if she burns the food,Wealth quintile,Fourth,8.5,Men
KE,Kenya,2008,if she burns the food,Wealth quintile,Highest,6.1,Men
KE,Kenya,2008,if she burns the food,Marital status,Married or living together,6.3,Men
KE,Kenya,2008,if she burns the food,Marital status,"Widowed, divorced, separated",6.8,Men
KE,Kenya,2008,if she burns the food,Marital status,Never married,9.1,Men
KE,Kenya,2008,if she argues with him,Education,No education,41.7,Men
KE,Kenya,2008,if she argues with him,Education,Primary,29.9,Men
KE,Kenya,2008,if she argues with him,Education,Secondary,16.8,Men
KE,Kenya,2008,if she argues with him,Education,Higher,8.2,Men
KE,Kenya,2008,if she argues with him,Wealth quintile,Lowest,27.2,Men
KE,Kenya,2008,if she argues with him,Wealth quintile,Second,31.6,Men
KE,Kenya,2008,if she argues with him,Wealth quintile,Middle,25.3,Men
KE,Kenya,2008,if she argues with him,Wealth quintile,Fourth,22.7,Men
KE,Kenya,2008,if she argues with him,Wealth quintile,Highest,16.4,Men
KE,Kenya,2008,if she argues with him,Marital status,Married or living together,20.3,Men
KE,Kenya,2008,if she argues with him,Marital status,"Widowed, divorced, separated",28.4,Men
KE,Kenya,2008,if she argues with him,Marital status,Never married,26.6,Men
KE,Kenya,2008,if she goes out without telling him,Education,No education,53.2,Men
KE,Kenya,2008,if she goes out without telling him,Education,Primary,29.1,Men
KE,Kenya,2008,if she goes out without telling him,Education,Secondary,18.6,Men
KE,Kenya,2008,if she goes out without telling him,Education,Higher,8.4,Men
KE,Kenya,2008,if she goes out without telling him,Wealth quintile,Lowest,35.7,Men
KE,Kenya,2008,if she goes out without telling him,Wealth quintile,Second,29.9,Men
KE,Kenya,2008,if she goes out without telling him,Wealth quintile,Middle,24.5,Men
KE,Kenya,2008,if she goes out without telling him,Wealth quintile,Fourth,24,Men
KE,Kenya,2008,if she goes out without telling him,Wealth quintile,Highest,15.2,Men
KE,Kenya,2008,if she goes out without telling him,Marital status,Married or living together,22.8,Men
KE,Kenya,2008,if she goes out without telling him,Marital status,"Widowed, divorced, separated",31,Men
KE,Kenya,2008,if she goes out without telling him,Marital status,Never married,25.2,Men
KE,Kenya,2008,if she neglects the children,Education,No education,60.4,Men
KE,Kenya,2008,if she neglects the children,Education,Primary,36.8,Men
KE,Kenya,2008,if she neglects the children,Education,Secondary,22.6,Men
KE,Kenya,2008,if she neglects the children,Education,Higher,20,Men
KE,Kenya,2008,if she neglects the children,Wealth quintile,Lowest,37.5,Men
KE,Kenya,2008,if she neglects the children,Wealth quintile,Second,35.1,Men
KE,Kenya,2008,if she neglects the children,Wealth quintile,Middle,30.4,Men
KE,Kenya,2008,if she neglects the children,Wealth quintile,Fourth,29.3,Men
KE,Kenya,2008,if she neglects the children,Wealth quintile,Highest,26.9,Men
KE,Kenya,2008,if she neglects the children,Marital status,Married or living together,28.6,Men
KE,Kenya,2008,if she neglects the children,Marital status,"Widowed, divorced, separated",44.1,Men
KE,Kenya,2008,if she neglects the children,Marital status,Never married,32.3,Men
KE,Kenya,2008,if she refuses to have sex with him,Education,No education,44.3,Men
KE,Kenya,2008,if she refuses to have sex with him,Education,Primary,16.5,Men
KE,Kenya,2008,if she refuses to have sex with him,Education,Secondary,9,Men
KE,Kenya,2008,if she refuses to have sex with him,Education,Higher,5.6,Men
KE,Kenya,2008,if she refuses to have sex with him,Wealth quintile,Lowest,18.4,Men
KE,Kenya,2008,if she refuses to have sex with him,Wealth quintile,Second,15.2,Men
KE,Kenya,2008,if she refuses to have sex with him,Wealth quintile,Middle,17.8,Men
KE,Kenya,2008,if she refuses to have sex with him,Wealth quintile,Fourth,11.8,Men
KE,Kenya,2008,if she refuses to have sex with him,Wealth quintile,Highest,9.7,Men
KE,Kenya,2008,if she refuses to have sex with him,Marital status,Married or living together,11.8,Men
KE,Kenya,2008,if she refuses to have sex with him,Marital status,"Widowed, divorced, separated",23.2,Men
KE,Kenya,2008,if she refuses to have sex with him,Marital status,Never married,14.9,Men
KE,Kenya,2008,for at least one specific reason,Education,No education,70.9,Men
KE,Kenya,2008,for at least one specific reason,Education,Primary,52.5,Men
KE,Kenya,2008,for at least one specific reason,Education,Secondary,34.8,Men
KE,Kenya,2008,for at least one specific reason,Education,Higher,22.5,Men
KE,Kenya,2008,for at least one specific reason,Wealth quintile,Lowest,53.5,Men
KE,Kenya,2008,for at least one specific reason,Wealth quintile,Second,52,Men
KE,Kenya,2008,for at least one specific reason,Wealth quintile,Middle,44.8,Men
KE,Kenya,2008,for at least one specific reason,Wealth quintile,Fourth,41,Men
KE,Kenya,2008,for at least one specific reason,Wealth quintile,Highest,36.2,Men
KE,Kenya,2008,for at least one specific reason,Marital status,Married or living together,39.7,Men
KE,Kenya,2008,for at least one specific reason,Marital status,"Widowed, divorced, separated",56.5,Men
KE,Kenya,2008,for at least one specific reason,Marital status,Never married,47.3,Men
KE,Kenya,2014,if she burns the food,Education,No education,16,Women
KE,Kenya,2014,if she burns the food,Education,Primary,8.8,Women
KE,Kenya,2014,if she burns the food,Education,Secondary,4.4,Women
KE,Kenya,2014,if she burns the food,Education,Higher,0.8,Women
KE,Kenya,2014,if she burns the food,Wealth quintile,Lowest,13.7,Women
KE,Kenya,2014,if she burns the food,Wealth quintile,Second,9.6,Women
KE,Kenya,2014,if she burns the food,Wealth quintile,Middle,8,Women
KE,Kenya,2014,if she burns the food,Wealth quintile,Fourth,5.3,Women
KE,Kenya,2014,if she burns the food,Wealth quintile,Highest,2.1,Women
KE,Kenya,2014,if she burns the food,Marital status,Married or living together,7.2,Women
KE,Kenya,2014,if she burns the food,Marital status,"Widowed, divorced, separated",7.9,Women
KE,Kenya,2014,if she burns the food,Marital status,Never married,6.4,Women
KE,Kenya,2014,if she argues with him,Education,No education,36.9,Women
KE,Kenya,2014,if she argues with him,Education,Primary,26.1,Women
KE,Kenya,2014,if she argues with him,Education,Secondary,15.3,Women
KE,Kenya,2014,if she argues with him,Education,Higher,3.7,Women
KE,Kenya,2014,if she argues with him,Wealth quintile,Lowest,34,Women
KE,Kenya,2014,if she argues with him,Wealth quintile,Second,28.5,Women
KE,Kenya,2014,if she argues with him,Wealth quintile,Middle,25.1,Women
KE,Kenya,2014,if she argues with him,Wealth quintile,Fourth,17.1,Women
KE,Kenya,2014,if she argues with him,Wealth quintile,Highest,8.5,Women
KE,Kenya,2014,if she argues with him,Marital status,Married or living together,23.3,Women
KE,Kenya,2014,if she argues with him,Marital status,"Widowed, divorced, separated",19.3,Women
KE,Kenya,2014,if she argues with him,Marital status,Never married,16.9,Women
KE,Kenya,2014,if she goes out without telling him,Education,No education,38.3,Women
KE,Kenya,2014,if she goes out without telling him,Education,Primary,26.8,Women
KE,Kenya,2014,if she goes out without telling him,Education,Secondary,16.2,Women
KE,Kenya,2014,if she goes out without telling him,Education,Higher,4.6,Women
KE,Kenya,2014,if she goes out without telling him,Wealth quintile,Lowest,36.4,Women
KE,Kenya,2014,if she goes out without telling him,Wealth quintile,Second,29.4,Women
KE,Kenya,2014,if she goes out without telling him,Wealth quintile,Middle,24.7,Women
KE,Kenya,2014,if she goes out without telling him,Wealth quintile,Fourth,17.5,Women
KE,Kenya,2014,if she goes out without telling him,Wealth quintile,Highest,9.4,Women
KE,Kenya,2014,if she goes out without telling him,Marital status,Married or living together,23.5,Women
KE,Kenya,2014,if she goes out without telling him,Marital status,"Widowed, divorced, separated",21.8,Women
KE,Kenya,2014,if she goes out without telling him,Marital status,Never married,18.2,Women
KE,Kenya,2014,if she neglects the children,Education,No education,49.4,Women
KE,Kenya,2014,if she neglects the children,Education,Primary,39,Women
KE,Kenya,2014,if she neglects the children,Education,Secondary,28.3,Women
KE,Kenya,2014,if she neglects the children,Education,Higher,11.3,Women
KE,Kenya,2014,if she neglects the children,Wealth quintile,Lowest,47.3,Women
KE,Kenya,2014,if she neglects the children,Wealth quintile,Second,41.3,Women
KE,Kenya,2014,if she neglects the children,Wealth quintile,Middle,39,Women
KE,Kenya,2014,if she neglects the children,Wealth quintile,Fourth,29.9,Women
KE,Kenya,2014,if she neglects the children,Wealth quintile,Highest,18.2,Women
KE,Kenya,2014,if she neglects the children,Marital status,Married or living together,34.6,Women
KE,Kenya,2014,if she neglects the children,Marital status,"Widowed, divorced, separated",34.6,Women
KE,Kenya,2014,if she neglects the children,Marital status,Never married,30.1,Women
KE,Kenya,2014,if she refuses to have sex with him,Education,No education,36,Women
KE,Kenya,2014,if she refuses to have sex with him,Education,Primary,19,Women
KE,Kenya,2014,if she refuses to have sex with him,Education,Secondary,8.8,Women
KE,Kenya,2014,if she refuses to have sex with him,Education,Higher,2.5,Women
KE,Kenya,2014,if she refuses to have sex with him,Wealth quintile,Lowest,28.8,Women
KE,Kenya,2014,if she refuses to have sex with him,Wealth quintile,Second,20.4,Women
KE,Kenya,2014,if she refuses to have sex with him,Wealth quintile,Middle,18.3,Women
KE,Kenya,2014,if she refuses to have sex with him,Wealth quintile,Fourth,10.7,Women
KE,Kenya,2014,if she refuses to have sex with him,Wealth quintile,Highest,4.7,Women
KE,Kenya,2014,if she refuses to have sex with him,Marital status,Married or living together,17.3,Women
KE,Kenya,2014,if she refuses to have sex with him,Marital status,"Widowed, divorced, separated",17.5,Women
KE,Kenya,2014,if she refuses to have sex with him,Marital status,Never married,9.6,Women
KE,Kenya,2014,for at least one specific reason,Education,No education,59.1,Women
KE,Kenya,2014,for at least one specific reason,Education,Primary,49,Women
KE,Kenya,2014,for at least one specific reason,Education,Secondary,35.8,Women
KE,Kenya,2014,for at least one specific reason,Education,Higher,14.9,Women
KE,Kenya,2014,for at least one specific reason,Wealth quintile,Lowest,59.1,Women
KE,Kenya,2014,for at least one specific reason,Wealth quintile,Second,51.6,Women
KE,Kenya,2014,for at least one specific reason,Wealth quintile,Middle,49.4,Women
KE,Kenya,2014,for at least one specific reason,Wealth quintile,Fourth,37,Women
KE,Kenya,2014,for at least one specific reason,Wealth quintile,Highest,23.4,Women
KE,Kenya,2014,for at least one specific reason,Marital status,Married or living together,43.6,Women
KE,Kenya,2014,for at least one specific reason,Marital status,"Widowed, divorced, separated",41.5,Women
KE,Kenya,2014,for at least one specific reason,Marital status,Never married,38.2,Women
KE,Kenya,2014,if she burns the food,Education,No education,15.5,Men
KE,Kenya,2014,if she burns the food,Education,Primary,5.2,Men
KE,Kenya,2014,if she burns the food,Education,Secondary,3.8,Men
KE,Kenya,2014,if she burns the food,Education,Higher,1.9,Men
KE,Kenya,2014,if she burns the food,Wealth quintile,Lowest,9.7,Men
KE,Kenya,2014,if she burns the food,Wealth quintile,Second,5.2,Men
KE,Kenya,2014,if she burns the food,Wealth quintile,Middle,4.2,Men
KE,Kenya,2014,if she burns the food,Wealth quintile,Fourth,3.1,Men
KE,Kenya,2014,if she burns the food,Wealth quintile,Highest,2.8,Men
KE,Kenya,2014,if she burns the food,Marital status,Married or living together,3.9,Men
KE,Kenya,2014,if she burns the food,Marital status,"Widowed, divorced, separated",3.4,Men
KE,Kenya,2014,if she burns the food,Marital status,Never married,5.4,Men
KE,Kenya,2014,if she argues with him,Education,No education,45.4,Men
KE,Kenya,2014,if she argues with him,Education,Primary,24,Men
KE,Kenya,2014,if she argues with him,Education,Secondary,18.2,Men
KE,Kenya,2014,if she argues with him,Education,Higher,9,Men
KE,Kenya,2014,if she argues with him,Wealth quintile,Lowest,28.8,Men
KE,Kenya,2014,if she argues with him,Wealth quintile,Second,22.7,Men
KE,Kenya,2014,if she argues with him,Wealth quintile,Middle,19.5,Men
KE,Kenya,2014,if she argues with him,Wealth quintile,Fourth,18.4,Men
KE,Kenya,2014,if she argues with him,Wealth quintile,Highest,17,Men
KE,Kenya,2014,if she argues with him,Marital status,Married or living together,21.4,Men
KE,Kenya,2014,if she argues with him,Marital status,"Widowed, divorced, separated",20,Men
KE,Kenya,2014,if she argues with him,Marital status,Never married,19.6,Men
KE,Kenya,2014,if she goes out without telling him,Education,No education,48.2,Men
KE,Kenya,2014,if she goes out without telling him,Education,Primary,22.1,Men
KE,Kenya,2014,if she goes out without telling him,Education,Secondary,15,Men
KE,Kenya,2014,if she goes out without telling him,Education,Higher,9,Men
KE,Kenya,2014,if she goes out without telling him,Wealth quintile,Lowest,31.2,Men
KE,Kenya,2014,if she goes out without telling him,Wealth quintile,Second,19.8,Men
KE,Kenya,2014,if she goes out without telling him,Wealth quintile,Middle,17.2,Men
KE,Kenya,2014,if she goes out without telling him,Wealth quintile,Fourth,17.1,Men
KE,Kenya,2014,if she goes out without telling him,Wealth quintile,Highest,12.7,Men
KE,Kenya,2014,if she goes out without telling him,Marital status,Married or living together,19,Men
KE,Kenya,2014,if she goes out without telling him,Marital status,"Widowed, divorced, separated",22.1,Men
KE,Kenya,2014,if she goes out without telling him,Marital status,Never married,17.6,Men
KE,Kenya,2014,if she neglects the children,Education,No education,51.1,Men
KE,Kenya,2014,if she neglects the children,Education,Primary,30.3,Men
KE,Kenya,2014,if she neglects the children,Education,Secondary,24.8,Men
KE,Kenya,2014,if she neglects the children,Education,Higher,18.6,Men
KE,Kenya,2014,if she neglects the children,Wealth quintile,Lowest,34.4,Men
KE,Kenya,2014,if she neglects the children,Wealth quintile,Second,29.6,Men
KE,Kenya,2014,if she neglects the children,Wealth quintile,Middle,27.1,Men
KE,Kenya,2014,if she neglects the children,Wealth quintile,Fourth,27,Men
KE,Kenya,2014,if she neglects the children,Wealth quintile,Highest,22.2,Men
KE,Kenya,2014,if she neglects the children,Marital status,Married or living together,27.5,Men
KE,Kenya,2014,if she neglects the children,Marital status,"Widowed, divorced, separated",29.2,Men
KE,Kenya,2014,if she neglects the children,Marital status,Never married,27,Men
KE,Kenya,2014,if she refuses to have sex with him,Education,No education,34.8,Men
KE,Kenya,2014,if she refuses to have sex with him,Education,Primary,11.7,Men
KE,Kenya,2014,if she refuses to have sex with him,Education,Secondary,7.6,Men
KE,Kenya,2014,if she refuses to have sex with him,Education,Higher,4.1,Men
KE,Kenya,2014,if she refuses to have sex with him,Wealth quintile,Lowest,18.4,Men
KE,Kenya,2014,if she refuses to have sex with him,Wealth quintile,Second,11.2,Men
KE,Kenya,2014,if she refuses to have sex with him,Wealth quintile,Middle,8.7,Men
KE,Kenya,2014,if she refuses to have sex with him,Wealth quintile,Fourth,8.2,Men
KE,Kenya,2014,if she refuses to have sex with him,Wealth quintile,Highest,6.6,Men
KE,Kenya,2014,if she refuses to have sex with him,Marital status,Married or living together,9.6,Men
KE,Kenya,2014,if she refuses to have sex with him,Marital status,"Widowed, divorced, separated",10.1,Men
KE,Kenya,2014,if she refuses to have sex with him,Marital status,Never married,10.1,Men
KE,Kenya,2014,for at least one specific reason,Education,No education,60.4,Men
KE,Kenya,2014,for at least one specific reason,Education,Primary,40.5,Men
KE,Kenya,2014,for at least one specific reason,Education,Secondary,34.1,Men
KE,Kenya,2014,for at least one specific reason,Education,Higher,23.1,Men
KE,Kenya,2014,for at least one specific reason,Wealth quintile,Lowest,44.9,Men
KE,Kenya,2014,for at least one specific reason,Wealth quintile,Second,39,Men
KE,Kenya,2014,for at least one specific reason,Wealth quintile,Middle,36.7,Men
KE,Kenya,2014,for at least one specific reason,Wealth quintile,Fourth,35.7,Men
KE,Kenya,2014,for at least one specific reason,Wealth quintile,Highest,29.9,Men
KE,Kenya,2014,for at least one specific reason,Marital status,Married or living together,35.6,Men
KE,Kenya,2014,for at least one specific reason,Marital status,"Widowed, divorced, separated",38.9,Men
KE,Kenya,2014,for at least one specific reason,Marital status,Never married,37,Men
LS,Lesotho,2004,if she burns the food,Education,No education,24.2,Women
LS,Lesotho,2004,if she burns the food,Education,Primary,15.5,Women
LS,Lesotho,2004,if she burns the food,Education,Secondary,7.7,Women
LS,Lesotho,2004,if she burns the food,Education,Higher,4.5,Women
LS,Lesotho,2004,if she burns the food,Wealth quintile,Lowest,23.1,Women
LS,Lesotho,2004,if she burns the food,Wealth quintile,Second,16.1,Women
LS,Lesotho,2004,if she burns the food,Wealth quintile,Middle,13.6,Women
LS,Lesotho,2004,if she burns the food,Wealth quintile,Fourth,9.5,Women
LS,Lesotho,2004,if she burns the food,Wealth quintile,Highest,7,Women
LS,Lesotho,2004,if she burns the food,Marital status,Married or living together,12.8,Women
LS,Lesotho,2004,if she burns the food,Marital status,"Widowed, divorced, separated",12.7,Women
LS,Lesotho,2004,if she burns the food,Marital status,Never married,12.3,Women
LS,Lesotho,2004,if she argues with him,Education,No education,45.7,Women
LS,Lesotho,2004,if she argues with him,Education,Primary,42.7,Women
LS,Lesotho,2004,if she argues with him,Education,Secondary,26.3,Women
LS,Lesotho,2004,if she argues with him,Education,Higher,9.5,Women
LS,Lesotho,2004,if she argues with him,Wealth quintile,Lowest,51.9,Women
LS,Lesotho,2004,if she argues with him,Wealth quintile,Second,46.3,Women
LS,Lesotho,2004,if she argues with him,Wealth quintile,Middle,40,Women
LS,Lesotho,2004,if she argues with him,Wealth quintile,Fourth,33,Women
LS,Lesotho,2004,if she argues with him,Wealth quintile,Highest,21.8,Women
LS,Lesotho,2004,if she argues with him,Marital status,Married or living together,36.7,Women
LS,Lesotho,2004,if she argues with him,Marital status,"Widowed, divorced, separated",33.6,Women
LS,Lesotho,2004,if she argues with him,Marital status,Never married,36.5,Women
LS,Lesotho,2004,if she goes out without telling him,Education,No education,43.2,Women
LS,Lesotho,2004,if she goes out without telling him,Education,Primary,30.2,Women
LS,Lesotho,2004,if she goes out without telling him,Education,Secondary,14.7,Women
LS,Lesotho,2004,if she goes out without telling him,Education,Higher,4.4,Women
LS,Lesotho,2004,if she goes out without telling him,Wealth quintile,Lowest,39.6,Women
LS,Lesotho,2004,if she goes out without telling him,Wealth quintile,Second,33.4,Women
LS,Lesotho,2004,if she goes out without telling him,Wealth quintile,Middle,25.5,Women
LS,Lesotho,2004,if she goes out without telling him,Wealth quintile,Fourth,19.8,Women
LS,Lesotho,2004,if she goes out without telling him,Wealth quintile,Highest,13.7,Women
LS,Lesotho,2004,if she goes out without telling him,Marital status,Married or living together,25.5,Women
LS,Lesotho,2004,if she goes out without telling him,Marital status,"Widowed, divorced, separated",23.5,Women
LS,Lesotho,2004,if she goes out without telling him,Marital status,Never married,23,Women
LS,Lesotho,2004,if she neglects the children,Education,No education,48.5,Women
LS,Lesotho,2004,if she neglects the children,Education,Primary,42,Women
LS,Lesotho,2004,if she neglects the children,Education,Secondary,29.5,Women
LS,Lesotho,2004,if she neglects the children,Education,Higher,10.9,Women
LS,Lesotho,2004,if she neglects the children,Wealth quintile,Lowest,50.6,Women
LS,Lesotho,2004,if she neglects the children,Wealth quintile,Second,43.9,Women
LS,Lesotho,2004,if she neglects the children,Wealth quintile,Middle,38.7,Women
LS,Lesotho,2004,if she neglects the children,Wealth quintile,Fourth,35.3,Women
LS,Lesotho,2004,if she neglects the children,Wealth quintile,Highest,26.1,Women
LS,Lesotho,2004,if she neglects the children,Marital status,Married or living together,37,Women
LS,Lesotho,2004,if she neglects the children,Marital status,"Widowed, divorced, separated",35.6,Women
LS,Lesotho,2004,if she neglects the children,Marital status,Never married,37.9,Women
LS,Lesotho,2004,if she refuses to have sex with him,Education,No education,39.7,Women
