Country Code,Country Name,Indicator,Characteristic Category,Characteristic Label,gender,first,last,diff,delta
GH,Ghana,if she burns the food,Marital status,"Widowed, divorced, separated",Men,5.6,0.6,-5,negative
GH,Ghana,if she burns the food,Marital status,Never married,Men,9.9,4.2,-5.7,negative
GH,Ghana,if she argues with him,Education,No education,Men,28.9,9,-19.9,negative
GH,Ghana,if she argues with him,Education,Primary,Men,23.6,9.6,-14.000000000000002,negative
GH,Ghana,if she argues with him,Education,Secondary,Men,11.8,5.4,-6.4,negative
GH,Ghana,if she argues with him,Education,Higher,Men,4.5,1.6,-2.9,negative
GH,Ghana,if she argues with him,Wealth quintile,Lowest,Men,27.2,9.3,-17.9,negative
GH,Ghana,if she argues with him,Wealth quintile,Second,Men,18.2,8,-10.2,negative
GH,Ghana,if she argues with him,Wealth quintile,Middle,Men,16.9,7.2,-9.7,negative
GH,Ghana,if she argues with him,Wealth quintile,Fourth,Men,13.3,5.1,-8.200000000000001,negative
GH,Ghana,if she argues with him,Wealth quintile,Highest,Men,8.8,1.8,-7.000000000000001,negative
GH,Ghana,if she argues with him,Marital status,Married or living together,Men,14.7,4.4,-10.299999999999999,negative
GH,Ghana,if she argues with him,Marital status,"Widowed, divorced, separated",Men,12.8,3.5,-9.3,negative
GH,Ghana,if she argues with him,Marital status,Never married,Men,18.2,7.5,-10.7,negative
GH,Ghana,if she goes out without telling him,Education,No education,Men,34.4,15.5,-18.9,negative
GH,Ghana,if she goes out without telling him,Education,Primary,Men,29.8,8.8,-21,negative
GH,Ghana,if she goes out without telling him,Education,Secondary,Men,15.3,5.8,-9.5,negative
GH,Ghana,if she goes out without telling him,Education,Higher,Men,5.6,1.7,-3.8999999999999995,negative
GH,Ghana,if she goes out without telling him,Wealth quintile,Lowest,Men,31.9,14,-17.9,negative
GH,Ghana,if she goes out without telling him,Wealth quintile,Second,Men,22.9,7.6,-15.299999999999999,negative
GH,Ghana,if she goes out without telling him,Wealth quintile,Middle,Men,24.4,7.5,-16.9,negative
GH,Ghana,if she goes out without telling him,Wealth quintile,Fourth,Men,15.6,4.3,-11.3,negative
GH,Ghana,if she goes out without telling him,Wealth quintile,Highest,Men,10.9,2.5,-8.4,negative
GH,Ghana,if she goes out without telling him,Marital status,Married or living together,Men,18.8,5.2,-13.600000000000001,negative
GH,Ghana,if she goes out without telling him,Marital status,"Widowed, divorced, separated",Men,17.9,3.6,-14.299999999999999,negative
GH,Ghana,if she goes out without telling him,Marital status,Never married,Men,22.1,8.4,-13.700000000000001,negative
GH,Ghana,if she neglects the children,Education,No education,Men,43.5,15.7,-27.8,negative
GH,Ghana,if she neglects the children,Education,Primary,Men,32.9,12.8,-20.099999999999998,negative
GH,Ghana,if she neglects the children,Education,Secondary,Men,18.2,7.6,-10.6,negative
GH,Ghana,if she neglects the children,Education,Higher,Men,10,1.8,-8.2,negative
GH,Ghana,if she neglects the children,Wealth quintile,Lowest,Men,42.1,15.9,-26.200000000000003,negative
GH,Ghana,if she neglects the children,Wealth quintile,Second,Men,26.4,10,-16.4,negative
GH,Ghana,if she neglects the children,Wealth quintile,Middle,Men,25.6,9.3,-16.3,negative
GH,Ghana,if she neglects the children,Wealth quintile,Fourth,Men,19.9,6.5,-13.399999999999999,negative
GH,Ghana,if she neglects the children,Wealth quintile,Highest,Men,13.1,3.4,-9.7,negative
GH,Ghana,if she neglects the children,Marital status,Married or living together,Men,22.4,6.4,-15.999999999999998,negative
GH,Ghana,if she neglects the children,Marital status,"Widowed, divorced, separated",Men,20.8,5.7,-15.100000000000001,negative
GH,Ghana,if she neglects the children,Marital status,Never married,Men,26.8,10.6,-16.200000000000003,negative
GH,Ghana,if she refuses to have sex with him,Education,No education,Men,22.9,12.8,-10.099999999999998,negative
GH,Ghana,if she refuses to have sex with him,Education,Primary,Men,15.4,6.7,-8.7,negative
GH,Ghana,if she refuses to have sex with him,Education,Secondary,Men,6.3,3.8,-2.5,negative
GH,Ghana,if she refuses to have sex with him,Education,Higher,Men,2,1.5,-0.5,negative
GH,Ghana,if she refuses to have sex with him,Wealth quintile,Lowest,Men,19.9,11.1,-8.799999999999999,negative
GH,Ghana,if she refuses to have sex with him,Wealth quintile,Second,Men,12,5,-7,negative
GH,Ghana,if she refuses to have sex with him,Wealth quintile,Middle,Men,10,4.7,-5.3,negative
GH,Ghana,if she refuses to have sex with him,Wealth quintile,Fourth,Men,7.8,3.9,-3.9,negative
GH,Ghana,if she refuses to have sex with him,Wealth quintile,Highest,Men,4.6,1.3,-3.3,negative
GH,Ghana,if she refuses to have sex with him,Marital status,Married or living together,Men,9,3.5,-5.5,negative
GH,Ghana,if she refuses to have sex with him,Marital status,"Widowed, divorced, separated",Men,6.9,3.8,-3.1000000000000005,negative
GH,Ghana,if she refuses to have sex with him,Marital status,Never married,Men,12,6.1,-5.9,negative
GH,Ghana,for at least one specific reason,Education,No education,Men,52.5,23.5,-29,negative
GH,Ghana,for at least one specific reason,Education,Primary,Men,47,18.4,-28.6,negative
GH,Ghana,for at least one specific reason,Education,Secondary,Men,25.8,12,-13.8,negative
GH,Ghana,for at least one specific reason,Education,Higher,Men,12,3.1,-8.9,negative
GH,Ghana,for at least one specific reason,Wealth quintile,Lowest,Men,53.3,22,-31.299999999999997,negative
GH,Ghana,for at least one specific reason,Wealth quintile,Second,Men,36,15.9,-20.1,negative
GH,Ghana,for at least one specific reason,Wealth quintile,Middle,Men,34.7,14.8,-19.900000000000002,negative
GH,Ghana,for at least one specific reason,Wealth quintile,Fourth,Men,28.7,10.5,-18.2,negative
GH,Ghana,for at least one specific reason,Wealth quintile,Highest,Men,18.5,5.5,-13,negative
GH,Ghana,for at least one specific reason,Marital status,Married or living together,Men,29.8,10,-19.8,negative
GH,Ghana,for at least one specific reason,Marital status,"Widowed, divorced, separated",Men,29.3,7.6,-21.700000000000003,negative
GH,Ghana,for at least one specific reason,Marital status,Never married,Men,36.7,16.3,-20.400000000000002,negative
ID,Indonesia,if she burns the food,Education,No education,Women,3.7,7.8,4.1,positive
ID,Indonesia,if she burns the food,Education,Primary,Women,3.4,2.4,-1,negative
ID,Indonesia,if she burns the food,Education,Secondary,Women,2.3,1.4,-0.8999999999999999,negative
ID,Indonesia,if she burns the food,Education,Higher,Women,1.4,0.7,-0.7,negative
ID,Indonesia,if she burns the food,Wealth quintile,Lowest,Women,5.6,4.9,-0.6999999999999993,negative
ID,Indonesia,if she burns the food,Wealth quintile,Second,Women,3.2,1.9,-1.3000000000000003,negative
ID,Indonesia,if she burns the food,Wealth quintile,Middle,Women,2.8,1.2,-1.5999999999999999,negative
ID,Indonesia,if she burns the food,Wealth quintile,Fourth,Women,1.8,0.6,-1.2000000000000002,negative
ID,Indonesia,if she burns the food,Wealth quintile,Highest,Women,1.4,0.6,-0.7999999999999999,negative
ID,Indonesia,if she burns the food,Marital status,Married or living together,Women,2.9,1.6,-1.2999999999999998,negative
ID,Indonesia,if she burns the food,Marital status,"Widowed, divorced, separated",Women,4.3,2,-2.3,negative
ID,Indonesia,if she argues with him,Education,No education,Women,8,12.7,4.699999999999999,positive
ID,Indonesia,if she argues with him,Education,Primary,Women,5.8,5.4,-0.39999999999999947,negative
ID,Indonesia,if she argues with him,Education,Secondary,Women,4.2,4.1,-0.10000000000000053,negative
ID,Indonesia,if she argues with him,Education,Higher,Women,2.2,2.4,0.19999999999999973,positive
ID,Indonesia,if she argues with him,Wealth quintile,Lowest,Women,9.2,9.1,-0.09999999999999964,negative
ID,Indonesia,if she argues with him,Wealth quintile,Second,Women,5.5,5.2,-0.2999999999999998,negative
ID,Indonesia,if she argues with him,Wealth quintile,Middle,Women,4.9,3.5,-1.4000000000000004,negative
ID,Indonesia,if she argues with him,Wealth quintile,Fourth,Women,3.8,2.8,-1,negative
ID,Indonesia,if she argues with him,Wealth quintile,Highest,Women,2.8,2.3,-0.5,negative
ID,Indonesia,if she argues with him,Marital status,Married or living together,Women,5.2,4.2,-1,negative
ID,Indonesia,if she argues with him,Marital status,"Widowed, divorced, separated",Women,7.3,4.5,-2.8,negative
ID,Indonesia,if she goes out without telling him,Education,No education,Women,18.1,19.9,1.7999999999999972,positive
ID,Indonesia,if she goes out without telling him,Education,Primary,Women,19,21.7,2.6999999999999993,positive
ID,Indonesia,if she goes out without telling him,Education,Secondary,Women,18.2,19,0.8000000000000007,positive
ID,Indonesia,if she goes out without telling him,Education,Higher,Women,10.4,13.9,3.5,positive
ID,Indonesia,if she goes out without telling him,Wealth quintile,Lowest,Women,24,25.4,1.3999999999999986,positive
ID,Indonesia,if she goes out without telling him,Wealth quintile,Second,Women,21.4,21.9,0.5,positive
ID,Indonesia,if she goes out without telling him,Wealth quintile,Middle,Women,18,19.4,1.3999999999999986,positive
ID,Indonesia,if she goes out without telling him,Wealth quintile,Fourth,Women,17,16.3,-0.6999999999999993,negative
ID,Indonesia,if she goes out without telling him,Wealth quintile,Highest,Women,10.5,13.6,3.0999999999999996,positive
ID,Indonesia,if she goes out without telling him,Marital status,Married or living together,Women,18.3,19.4,1.0999999999999979,positive
ID,Indonesia,if she goes out without telling him,Marital status,"Widowed, divorced, separated",Women,16.9,15.5,-1.3999999999999986,negative
ID,Indonesia,if she neglects the children,Education,No education,Women,18.1,28.7,10.599999999999998,positive
ID,Indonesia,if she neglects the children,Education,Primary,Women,20.2,27.1,6.900000000000002,positive
ID,Indonesia,if she neglects the children,Education,Secondary,Women,19.9,28.7,8.8,positive
ID,Indonesia,if she neglects the children,Education,Higher,Women,12.8,22,9.2,positive
ID,Indonesia,if she neglects the children,Wealth quintile,Lowest,Women,26.6,32.3,5.699999999999996,positive
ID,Indonesia,if she neglects the children,Wealth quintile,Second,Women,21.8,30.3,8.5,positive
ID,Indonesia,if she neglects the children,Wealth quintile,Middle,Women,19.1,28.8,9.7,positive
ID,Indonesia,if she neglects the children,Wealth quintile,Fourth,Women,17.6,24.9,7.299999999999997,positive
ID,Indonesia,if she neglects the children,Wealth quintile,Highest,Women,12.4,21.5,9.1,positive
ID,Indonesia,if she neglects the children,Marital status,Married or living together,Women,19.7,26.4,6.699999999999999,positive
ID,Indonesia,if she neglects the children,Marital status,"Widowed, divorced, separated",Women,16.5,20.5,4,positive
ID,Indonesia,if she refuses to have sex with him,Education,No education,Women,8.3,7.7,-0.6000000000000005,negative
ID,Indonesia,if she refuses to have sex with him,Education,Primary,Women,7.6,6.9,-0.6999999999999993,negative
ID,Indonesia,if she refuses to have sex with him,Education,Secondary,Women,5.9,5.9,0,positive
ID,Indonesia,if she refuses to have sex with him,Education,Higher,Women,3.9,4.7,0.8000000000000003,positive
ID,Indonesia,if she refuses to have sex with him,Wealth quintile,Lowest,Women,10.1,8,-2.0999999999999996,negative
ID,Indonesia,if she refuses to have sex with him,Wealth quintile,Second,Women,7.7,7.2,-0.5,negative
ID,Indonesia,if she refuses to have sex with him,Wealth quintile,Middle,Women,6.7,6.3,-0.40000000000000036,negative
ID,Indonesia,if she refuses to have sex with him,Wealth quintile,Fourth,Women,5.7,4.9,-0.7999999999999998,negative
ID,Indonesia,if she refuses to have sex with him,Wealth quintile,Highest,Women,4.3,4.3,0,positive
ID,Indonesia,if she refuses to have sex with him,Marital status,Married or living together,Women,6.9,5.7,-1.2000000000000002,negative
ID,Indonesia,if she refuses to have sex with him,Marital status,"Widowed, divorced, separated",Women,7.4,5.7,-1.7000000000000002,negative
ID,Indonesia,for at least one specific reason,Education,No education,Women,22.6,32.1,9.5,positive
ID,Indonesia,for at least one specific reason,Education,Primary,Women,25.4,32.3,6.899999999999999,positive
ID,Indonesia,for at least one specific reason,Education,Secondary,Women,25.5,33.4,7.899999999999999,positive
ID,Indonesia,for at least one specific reason,Education,Higher,Women,16.9,26.1,9.200000000000003,positive
ID,Indonesia,for at least one specific reason,Wealth quintile,Lowest,Women,31.5,37.8,6.299999999999997,positive
ID,Indonesia,for at least one specific reason,Wealth quintile,Second,Women,27.6,35.2,7.600000000000001,positive
ID,Indonesia,for at least one specific reason,Wealth quintile,Middle,Women,25.3,33.6,8.3,positive
ID,Indonesia,for at least one specific reason,Wealth quintile,Fourth,Women,22.9,29.4,6.5,positive
ID,Indonesia,for at least one specific reason,Wealth quintile,Highest,Women,16.5,25.6,9.100000000000001,positive
ID,Indonesia,for at least one specific reason,Marital status,Married or living together,Women,25,30.9,5.899999999999999,positive
ID,Indonesia,for at least one specific reason,Marital status,"Widowed, divorced, separated",Women,21.3,26.1,4.800000000000001,positive
ID,Indonesia,if she burns the food,Education,No education,Men,0.7,2.6,1.9000000000000001,positive
ID,Indonesia,if she burns the food,Education,Primary,Men,1.2,1.4,0.19999999999999996,positive
ID,Indonesia,if she burns the food,Education,Secondary,Men,0.9,0.6,-0.30000000000000004,negative
ID,Indonesia,if she burns the food,Education,Higher,Men,0.1,0.1,0,positive
ID,Indonesia,if she burns the food,Wealth quintile,Lowest,Men,1.4,1.9,0.5,positive
ID,Indonesia,if she burns the food,Wealth quintile,Second,Men,1.1,0.7,-0.40000000000000013,negative
ID,Indonesia,if she burns the food,Wealth quintile,Middle,Men,1.1,0.5,-0.6000000000000001,negative
ID,Indonesia,if she burns the food,Wealth quintile,Fourth,Men,1,0.5,-0.5,negative
ID,Indonesia,if she burns the food,Wealth quintile,Highest,Men,0.2,0.8,0.6000000000000001,positive
ID,Indonesia,if she burns the food,Marital status,Married or living together,Men,0.9,0.8,-0.09999999999999998,negative
ID,Indonesia,if she argues with him,Education,No education,Men,3.6,9.3,5.700000000000001,positive
ID,Indonesia,if she argues with him,Education,Primary,Men,3.8,4.3,0.5,positive
ID,Indonesia,if she argues with him,Education,Secondary,Men,3.3,2.8,-0.5,negative
ID,Indonesia,if she argues with him,Education,Higher,Men,1.6,2.5,0.8999999999999999,positive
ID,Indonesia,if she argues with him,Wealth quintile,Lowest,Men,5.6,7.7,2.1000000000000005,positive
ID,Indonesia,if she argues with him,Wealth quintile,Second,Men,3.9,4.1,0.19999999999999973,positive
ID,Indonesia,if she argues with him,Wealth quintile,Middle,Men,3.5,2.7,-0.7999999999999998,negative
ID,Indonesia,if she argues with him,Wealth quintile,Fourth,Men,2.8,1.6,-1.1999999999999997,negative
ID,Indonesia,if she argues with him,Wealth quintile,Highest,Men,1.3,1.6,0.30000000000000004,positive
ID,Indonesia,if she argues with him,Marital status,Married or living together,Men,3.5,3.4,-0.10000000000000009,negative
ID,Indonesia,if she goes out without telling him,Education,No education,Men,7.4,14.6,7.199999999999999,positive
ID,Indonesia,if she goes out without telling him,Education,Primary,Men,9.2,14.2,5,positive
ID,Indonesia,if she goes out without telling him,Education,Secondary,Men,7.6,12,4.4,positive
ID,Indonesia,if she goes out without telling him,Education,Higher,Men,5.9,7.6,1.6999999999999993,positive
ID,Indonesia,if she goes out without telling him,Wealth quintile,Lowest,Men,11.6,16,4.4,positive
ID,Indonesia,if she goes out without telling him,Wealth quintile,Second,Men,10.3,14.5,4.199999999999999,positive
ID,Indonesia,if she goes out without telling him,Wealth quintile,Middle,Men,7.8,12.8,5.000000000000001,positive
ID,Indonesia,if she goes out without telling him,Wealth quintile,Fourth,Men,6.6,9.9,3.3000000000000007,positive
ID,Indonesia,if she goes out without telling him,Wealth quintile,Highest,Men,4.7,8.5,3.8,positive
ID,Indonesia,if she goes out without telling him,Marital status,Married or living together,Men,8.2,12.2,4,positive
ID,Indonesia,if she neglects the children,Education,No education,Men,10.8,13.9,3.0999999999999996,positive
ID,Indonesia,if she neglects the children,Education,Primary,Men,9.3,13.6,4.299999999999999,positive
ID,Indonesia,if she neglects the children,Education,Secondary,Men,10,12.8,2.8000000000000007,positive
ID,Indonesia,if she neglects the children,Education,Higher,Men,6.2,8.4,2.2,positive
ID,Indonesia,if she neglects the children,Wealth quintile,Lowest,Men,13.6,16.4,2.799999999999999,positive
ID,Indonesia,if she neglects the children,Wealth quintile,Second,Men,11.7,15.4,3.700000000000001,positive
ID,Indonesia,if she neglects the children,Wealth quintile,Middle,Men,8.3,12.6,4.299999999999999,positive
ID,Indonesia,if she neglects the children,Wealth quintile,Fourth,Men,7.3,10.6,3.3,positive
ID,Indonesia,if she neglects the children,Wealth quintile,Highest,Men,5.7,8.3,2.6000000000000005,positive
ID,Indonesia,if she neglects the children,Marital status,Married or living together,Men,9.4,12.6,3.1999999999999993,positive
ID,Indonesia,if she refuses to have sex with him,Education,No education,Men,3.4,6.2,2.8000000000000003,positive
ID,Indonesia,if she refuses to have sex with him,Education,Primary,Men,3.4,4.2,0.8000000000000003,positive
ID,Indonesia,if she refuses to have sex with him,Education,Secondary,Men,2.3,2.9,0.6000000000000001,positive
ID,Indonesia,if she refuses to have sex with him,Education,Higher,Men,0.9,1.1,0.20000000000000007,positive
ID,Indonesia,if she refuses to have sex with him,Wealth quintile,Lowest,Men,4.7,5.5,0.7999999999999998,positive
ID,Indonesia,if she refuses to have sex with him,Wealth quintile,Second,Men,3.4,3.2,-0.19999999999999973,negative
ID,Indonesia,if she refuses to have sex with him,Wealth quintile,Middle,Men,2,3.1,1.1,positive
ID,Indonesia,if she refuses to have sex with him,Wealth quintile,Fourth,Men,2,1.9,-0.10000000000000009,negative
ID,Indonesia,if she refuses to have sex with him,Wealth quintile,Highest,Men,1.8,2.6,0.8,positive
ID,Indonesia,if she refuses to have sex with him,Marital status,Married or living together,Men,2.8,3.2,0.40000000000000036,positive
ID,Indonesia,for at least one specific reason,Education,No education,Men,13.9,19.7,5.799999999999999,positive
ID,Indonesia,for at least one specific reason,Education,Primary,Men,14.4,20.4,5.999999999999998,positive
ID,Indonesia,for at least one specific reason,Education,Secondary,Men,13.7,18.3,4.600000000000001,positive
ID,Indonesia,for at least one specific reason,Education,Higher,Men,8.5,12,3.5,positive
ID,Indonesia,for at least one specific reason,Wealth quintile,Lowest,Men,19.4,24.1,4.700000000000003,positive
ID,Indonesia,for at least one specific reason,Wealth quintile,Second,Men,17.1,21.2,4.099999999999998,positive
ID,Indonesia,for at least one specific reason,Wealth quintile,Middle,Men,12.3,18.8,6.5,positive
ID,Indonesia,for at least one specific reason,Wealth quintile,Fourth,Men,11.7,15.4,3.700000000000001,positive
ID,Indonesia,for at least one specific reason,Wealth quintile,Highest,Men,7.7,12.8,5.1000000000000005,positive
ID,Indonesia,for at least one specific reason,Marital status,Married or living together,Men,13.6,18.3,4.700000000000001,positive
KE,Kenya,if she burns the food,Education,No education,Women,23.5,16,-7.5,negative
KE,Kenya,if she burns the food,Education,Primary,Women,18.7,8.8,-9.899999999999999,negative
KE,Kenya,if she burns the food,Education,Secondary,Women,9.4,4.4,-5,negative
KE,Kenya,if she burns the food,Education,Higher,Women,5.3,0.8,-4.5,negative
KE,Kenya,if she burns the food,Wealth quintile,Lowest,Women,23.2,13.7,-9.5,negative
KE,Kenya,if she burns the food,Wealth quintile,Second,Women,21.1,9.6,-11.500000000000002,negative
KE,Kenya,if she burns the food,Wealth quintile,Middle,Women,16.1,8,-8.100000000000001,negative
KE,Kenya,if she burns the food,Wealth quintile,Fourth,Women,14.1,5.3,-8.8,negative
KE,Kenya,if she burns the food,Wealth quintile,Highest,Women,10.7,2.1,-8.6,negative
KE,Kenya,if she burns the food,Marital status,Married or living together,Women,17.5,7.2,-10.3,negative
KE,Kenya,if she burns the food,Marital status,"Widowed, divorced, separated",Women,16.6,7.9,-8.700000000000001,negative
KE,Kenya,if she burns the food,Marital status,Never married,Women,13.9,6.4,-7.5,negative
KE,Kenya,if she argues with him,Education,No education,Women,61.4,36.9,-24.5,negative
KE,Kenya,if she argues with him,Education,Primary,Women,52,26.1,-25.9,negative
KE,Kenya,if she argues with him,Education,Secondary,Women,30.6,15.3,-15.3,negative
KE,Kenya,if she argues with him,Education,Higher,Women,12.5,3.7,-8.8,negative
KE,Kenya,if she argues with him,Wealth quintile,Lowest,Women,61.2,34,-27.200000000000003,negative
KE,Kenya,if she argues with him,Wealth quintile,Second,Women,54.3,28.5,-25.799999999999997,negative
KE,Kenya,if she argues with him,Wealth quintile,Middle,Women,48.7,25.1,-23.6,negative
KE,Kenya,if she argues with him,Wealth quintile,Fourth,Women,43.9,17.1,-26.799999999999997,negative
KE,Kenya,if she argues with him,Wealth quintile,Highest,Women,29.9,8.5,-21.4,negative
KE,Kenya,if she argues with him,Marital status,Married or living together,Women,49.2,23.3,-25.900000000000002,negative
KE,Kenya,if she argues with him,Marital status,"Widowed, divorced, separated",Women,50.6,19.3,-31.3,negative
KE,Kenya,if she argues with him,Marital status,Never married,Women,37.5,16.9,-20.6,negative
KE,Kenya,if she goes out without telling him,Education,No education,Women,57.7,38.3,-19.400000000000006,negative
KE,Kenya,if she goes out without telling him,Education,Primary,Women,43.8,26.8,-16.999999999999996,negative
KE,Kenya,if she goes out without telling him,Education,Secondary,Women,25.5,16.2,-9.3,negative
KE,Kenya,if she goes out without telling him,Education,Higher,Women,11.1,4.6,-6.5,negative
KE,Kenya,if she goes out without telling him,Wealth quintile,Lowest,Women,52.6,36.4,-16.200000000000003,negative
KE,Kenya,if she goes out without telling him,Wealth quintile,Second,Women,43.5,29.4,-14.100000000000001,negative
KE,Kenya,if she goes out without telling him,Wealth quintile,Middle,Women,41.7,24.7,-17.000000000000004,negative
KE,Kenya,if she goes out without telling him,Wealth quintile,Fourth,Women,36.6,17.5,-19.1,negative
KE,Kenya,if she goes out without telling him,Wealth quintile,Highest,Women,28.6,9.4,-19.200000000000003,negative
KE,Kenya,if she goes out without telling him,Marital status,Married or living together,Women,42.3,23.5,-18.799999999999997,negative
KE,Kenya,if she goes out without telling him,Marital status,"Widowed, divorced, separated",Women,41.3,21.8,-19.499999999999996,negative
KE,Kenya,if she goes out without telling him,Marital status,Never married,Women,32.8,18.2,-14.599999999999998,negative
KE,Kenya,if she neglects the children,Education,No education,Women,66,49.4,-16.6,negative
KE,Kenya,if she neglects the children,Education,Primary,Women,60.8,39,-21.799999999999997,negative
KE,Kenya,if she neglects the children,Education,Secondary,Women,43,28.3,-14.7,negative
KE,Kenya,if she neglects the children,Education,Higher,Women,23.8,11.3,-12.5,negative
KE,Kenya,if she neglects the children,Wealth quintile,Lowest,Women,66.3,47.3,-19,negative
KE,Kenya,if she neglects the children,Wealth quintile,Second,Women,60.2,41.3,-18.900000000000006,negative
KE,Kenya,if she neglects the children,Wealth quintile,Middle,Women,58.9,39,-19.9,negative
KE,Kenya,if she neglects the children,Wealth quintile,Fourth,Women,57.3,29.9,-27.4,negative
KE,Kenya,if she neglects the children,Wealth quintile,Highest,Women,40,18.2,-21.8,negative
KE,Kenya,if she neglects the children,Marital status,Married or living together,Women,58.5,34.6,-23.9,negative
KE,Kenya,if she neglects the children,Marital status,"Widowed, divorced, separated",Women,56.8,34.6,-22.199999999999996,negative
KE,Kenya,if she neglects the children,Marital status,Never married,Women,47.8,30.1,-17.699999999999996,negative
KE,Kenya,if she refuses to have sex with him,Education,No education,Women,47.4,36,-11.399999999999999,negative
KE,Kenya,if she refuses to have sex with him,Education,Primary,Women,32.5,19,-13.5,negative
KE,Kenya,if she refuses to have sex with him,Education,Secondary,Women,17.4,8.8,-8.599999999999998,negative
KE,Kenya,if she refuses to have sex with him,Education,Higher,Women,8.1,2.5,-5.6,negative
KE,Kenya,if she refuses to have sex with him,Wealth quintile,Lowest,Women,39.5,28.8,-10.7,negative
KE,Kenya,if she refuses to have sex with him,Wealth quintile,Second,Women,34.9,20.4,-14.5,negative
KE,Kenya,if she refuses to have sex with him,Wealth quintile,Middle,Women,31.9,18.3,-13.599999999999998,negative
KE,Kenya,if she refuses to have sex with him,Wealth quintile,Fourth,Women,27.5,10.7,-16.8,negative
KE,Kenya,if she refuses to have sex with him,Wealth quintile,Highest,Women,19,4.7,-14.3,negative
KE,Kenya,if she refuses to have sex with him,Marital status,Married or living together,Women,32.9,17.3,-15.599999999999998,negative
KE,Kenya,if she refuses to have sex with him,Marital status,"Widowed, divorced, separated",Women,36.5,17.5,-19,negative
KE,Kenya,if she refuses to have sex with him,Marital status,Never married,Women,19.9,9.6,-10.299999999999999,negative
KE,Kenya,for at least one specific reason,Education,No education,Women,79.2,59.1,-20.1,negative
KE,Kenya,for at least one specific reason,Education,Primary,Women,74.6,49,-25.599999999999994,negative
KE,Kenya,for at least one specific reason,Education,Secondary,Women,54.9,35.8,-19.1,negative
KE,Kenya,for at least one specific reason,Education,Higher,Women,29.2,14.9,-14.299999999999999,negative
KE,Kenya,for at least one specific reason,Wealth quintile,Lowest,Women,80,59.1,-20.9,negative
KE,Kenya,for at least one specific reason,Wealth quintile,Second,Women,75.6,51.6,-23.999999999999993,negative
KE,Kenya,for at least one specific reason,Wealth quintile,Middle,Women,72.9,49.4,-23.500000000000007,negative
KE,Kenya,for at least one specific reason,Wealth quintile,Fourth,Women,69.1,37,-32.099999999999994,negative
KE,Kenya,for at least one specific reason,Wealth quintile,Highest,Women,50.4,23.4,-27,negative
KE,Kenya,for at least one specific reason,Marital status,Married or living together,Women,71.4,43.6,-27.800000000000004,negative
KE,Kenya,for at least one specific reason,Marital status,"Widowed, divorced, separated",Women,73.6,41.5,-32.099999999999994,negative
KE,Kenya,for at least one specific reason,Marital status,Never married,Women,59,38.2,-20.799999999999997,negative
KE,Kenya,if she burns the food,Education,No education,Men,24.8,15.5,-9.3,negative
KE,Kenya,if she burns the food,Education,Primary,Men,18,5.2,-12.8,negative
KE,Kenya,if she burns the food,Education,Secondary,Men,6.6,3.8,-2.8,negative
KE,Kenya,if she burns the food,Education,Higher,Men,2.4,1.9,-0.5,negative
KE,Kenya,if she burns the food,Wealth quintile,Lowest,Men,21.4,9.7,-11.7,negative
KE,Kenya,if she burns the food,Wealth quintile,Second,Men,18.2,5.2,-13,negative
KE,Kenya,if she burns the food,Wealth quintile,Middle,Men,14.6,4.2,-10.399999999999999,negative
KE,Kenya,if she burns the food,Wealth quintile,Fourth,Men,12.3,3.1,-9.200000000000001,negative
KE,Kenya,if she burns the food,Wealth quintile,Highest,Men,7.2,2.8,-4.4,negative
KE,Kenya,if she burns the food,Marital status,Married or living together,Men,12,3.9,-8.1,negative
KE,Kenya,if she burns the food,Marital status,"Widowed, divorced, separated",Men,14,3.4,-10.6,negative
KE,Kenya,if she burns the food,Marital status,Never married,Men,15.4,5.4,-10,negative
KE,Kenya,if she argues with him,Education,No education,Men,62.5,45.4,-17.1,negative
KE,Kenya,if she argues with him,Education,Primary,Men,50.2,24,-26.200000000000003,negative
KE,Kenya,if she argues with him,Education,Secondary,Men,29.4,18.2,-11.2,negative
KE,Kenya,if she argues with him,Education,Higher,Men,12.5,9,-3.5,negative
KE,Kenya,if she argues with him,Wealth quintile,Lowest,Men,48.8,28.8,-19.999999999999996,negative
KE,Kenya,if she argues with him,Wealth quintile,Second,Men,44.7,22.7,-22.000000000000004,negative
KE,Kenya,if she argues with him,Wealth quintile,Middle,Men,43.5,19.5,-24,negative
KE,Kenya,if she argues with him,Wealth quintile,Fourth,Men,42.7,18.4,-24.300000000000004,negative
KE,Kenya,if she argues with him,Wealth quintile,Highest,Men,33.1,17,-16.1,negative
KE,Kenya,if she argues with him,Marital status,Married or living together,Men,38.6,21.4,-17.200000000000003,negative
KE,Kenya,if she argues with him,Marital status,"Widowed, divorced, separated",Men,46.6,20,-26.6,negative
KE,Kenya,if she argues with him,Marital status,Never married,Men,44,19.6,-24.4,negative
KE,Kenya,if she goes out without telling him,Education,No education,Men,63.9,48.2,-15.699999999999996,negative
KE,Kenya,if she goes out without telling him,Education,Primary,Men,41.9,22.1,-19.799999999999997,negative
KE,Kenya,if she goes out without telling him,Education,Secondary,Men,22.9,15,-7.899999999999999,negative
KE,Kenya,if she goes out without telling him,Education,Higher,Men,11.7,9,-2.6999999999999993,negative
KE,Kenya,if she goes out without telling him,Wealth quintile,Lowest,Men,48.8,31.2,-17.599999999999998,negative
